,dataset,method,strategy,model,og_or_samp,balanced_accuracy,f1,precision,recall
2318,yeast_me2,SMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
2320,yeast_me2,SMOTE,not majority,SVM,og,-0.20700757575757567,-0.05328627195241242,-0.20700757575757567,0.11871608310470272
2322,yeast_me2,SMOTE,not majority,KNN,og,-0.1431818181818182,0.03818880930941693,-0.1431818181818182,0.18349338795766812
2324,yeast_me2,SMOTE,not majority,Tree,og,0.0638257575757577,0.03448397032771844,0.0638257575757577,0.013738634376639247
2326,yeast_me2,SMOTE,not majority,Logistic,og,-0.2261363636363637,-0.0046522957008889865,-0.2261363636363637,0.0702447925864258
2328,yeast_me2,SMOTE,all,SVM,og,-0.2041666666666666,-0.04716834187579044,-0.2041666666666666,0.12341959116152668
2330,yeast_me2,SMOTE,all,KNN,og,-0.13749999999999996,0.05104061179792008,-0.13749999999999996,0.1934205887537458
2332,yeast_me2,SMOTE,all,Tree,og,0.14469696969696977,0.13642857142857145,0.14469696969696977,0.12914131169709264
2334,yeast_me2,SMOTE,all,Logistic,og,-0.2318181818181818,-0.016091417409875852,-0.2318181818181818,0.0629633713116946
2336,yeast_me2,SMOTEN,minority,SVM,og,-0.2715909090909091,-0.15516343505406527,-0.2715909090909091,0.026723971412014658
2338,yeast_me2,SMOTEN,minority,KNN,og,-0.08579545454545445,-0.026254831171089732,-0.08579545454545445,0.08630269320843087
2340,yeast_me2,SMOTEN,minority,Tree,og,0.08371212121212124,0.10203665473896684,0.08371212121212124,0.10986187578479667
2342,yeast_me2,SMOTEN,minority,Logistic,og,-0.06515151515151507,0.06237176524564059,-0.06515151515151507,0.12356248111341073
2344,yeast_me2,SMOTEN,not minority,SVM,og,0.0,0.0,0.0,0.0
2346,yeast_me2,SMOTEN,not minority,KNN,og,0.0,0.0,0.0,0.0
2348,yeast_me2,SMOTEN,not minority,Tree,og,0.0,0.0,0.0,0.0
2350,yeast_me2,SMOTEN,not minority,Logistic,og,0.0,0.0,0.0,0.0
2352,yeast_me2,SMOTEN,not majority,SVM,og,-0.2715909090909091,-0.15516343505406527,-0.2715909090909091,0.026723971412014658
2354,yeast_me2,SMOTEN,not majority,KNN,og,-0.08863636363636362,-0.03740531449899254,-0.08863636363636362,0.06745529061102828
2356,yeast_me2,SMOTEN,not majority,Tree,og,0.07803030303030312,0.08592509417560135,0.07803030303030312,0.08957235238669825
2358,yeast_me2,SMOTEN,not majority,Logistic,og,-0.06799242424242424,0.05742982507688388,-0.06799242424242424,0.1202345884666326
2360,yeast_me2,SMOTEN,all,SVM,og,-0.2715909090909091,-0.15516343505406527,-0.2715909090909091,0.026723971412014658
2362,yeast_me2,SMOTEN,all,KNN,og,-0.08863636363636362,-0.03740531449899254,-0.08863636363636362,0.06745529061102828
2364,yeast_me2,SMOTEN,all,Tree,og,0.07518939393939394,0.0749736125149505,0.07518939393939394,0.07314943214558334
2366,yeast_me2,SMOTEN,all,Logistic,og,-0.06515151515151507,0.06237176524564059,-0.06515151515151507,0.12356248111341073
2368,yeast_me2,SVMSMOTE,minority,SVM,og,-0.2857954545454545,-0.2079103769532199,-0.2857954545454545,-0.039326607967781424
2370,yeast_me2,SVMSMOTE,minority,KNN,og,-0.1212121212121211,0.02809360965377783,-0.1212121212121211,0.17310034266412633
2372,yeast_me2,SVMSMOTE,minority,Tree,og,0.04753787878787874,0.07194143190156643,0.04753787878787874,0.0815150340494939
2374,yeast_me2,SVMSMOTE,minority,Logistic,og,-0.22405303030303025,-0.05890760495815095,-0.22405303030303025,0.031735107562088416
2376,yeast_me2,SVMSMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
2378,yeast_me2,SVMSMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
2380,yeast_me2,SVMSMOTE,not minority,Tree,og,-0.021969696969696972,0.021586787809051433,-0.021969696969696972,0.0480742296918768
2382,yeast_me2,SVMSMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
2384,yeast_me2,SVMSMOTE,not majority,SVM,og,-0.28295454545454546,-0.1963440153395094,-0.28295454545454546,-0.023486134691567684
2386,yeast_me2,SVMSMOTE,not majority,KNN,og,-0.1431818181818182,0.03818880930941693,-0.1431818181818182,0.18349338795766812
2388,yeast_me2,SVMSMOTE,not majority,Tree,og,0.10852272727272716,0.09950507944777276,0.10852272727272716,0.09200385356454721
2390,yeast_me2,SVMSMOTE,not majority,Logistic,og,-0.21837121212121213,-0.0448638250480915,-0.21837121212121213,0.04307166130370543
2392,yeast_me2,SVMSMOTE,all,SVM,og,-0.24109848484848484,-0.14489518343710028,-0.24109848484848484,0.02957625501049821
2394,yeast_me2,SVMSMOTE,all,KNN,og,-0.09071969696969695,0.03980693403678548,-0.09071969696969695,0.18046855331941292
2396,yeast_me2,SVMSMOTE,all,Tree,og,0.07234848484848488,0.06457065584854638,0.07234848484848488,0.058445532435740466
2398,yeast_me2,SVMSMOTE,all,Logistic,og,-0.21837121212121213,-0.0448638250480915,-0.21837121212121213,0.04307166130370543
2400,yeast_me2,ADASYN,minority,SVM,og,-0.20984848484848484,-0.059581527552629576,-0.20984848484848484,0.11373349666530552
2402,yeast_me2,ADASYN,minority,KNN,og,-0.1346590909090909,0.05720424261056456,-0.1346590909090909,0.1979879336436713
2404,yeast_me2,ADASYN,minority,Tree,og,0.07234848484848477,0.0663367196318485,0.07234848484848477,0.06133590237636477
2406,yeast_me2,ADASYN,minority,Logistic,og,-0.17291666666666672,0.04531303890946492,-0.17291666666666672,0.10206756735843503
2408,yeast_me2,ADASYN,not minority,SVM,og,0.0,0.0,0.0,0.0
2410,yeast_me2,ADASYN,not minority,KNN,og,0.0,0.0,0.0,0.0
2412,yeast_me2,ADASYN,not minority,Tree,og,0.005681818181818232,0.02250546829528255,0.005681818181818232,0.03488737498853112
2414,yeast_me2,ADASYN,not minority,Logistic,og,0.0,0.0,0.0,0.0
2416,yeast_me2,ADASYN,not majority,SVM,og,-0.2041666666666666,-0.04716834187579044,-0.2041666666666666,0.12341959116152668
2418,yeast_me2,ADASYN,not majority,KNN,og,-0.12897727272727266,0.06905871605040392,-0.12897727272727266,0.20643210327205141
2420,yeast_me2,ADASYN,not majority,Tree,og,0.04185606060606062,0.05363976625132816,0.04185606060606062,0.06034958616882791
2422,yeast_me2,ADASYN,not majority,Logistic,og,-0.16439393939393943,0.059275895383851585,-0.16439393939393943,0.10930459031035711
2424,yeast_me2,ADASYN,all,SVM,og,-0.20984848484848484,-0.059581527552629576,-0.20984848484848484,0.11373349666530552
2426,yeast_me2,ADASYN,all,KNN,og,-0.1261363636363637,0.0747680243945299,-0.1261363636363637,0.21034361090001086
2428,yeast_me2,ADASYN,all,Tree,og,0.06950757575757571,0.05267716177329529,0.06950757575757571,0.042683915671531736
2430,yeast_me2,ADASYN,all,Logistic,og,-0.17007575757575755,0.0500411109717519,-0.17007575757575755,0.10456993521205127
2432,webpage,SMOTE,minority,SVM,og,-0.050232602855326935,0.06305178579518445,-0.050232602855326935,0.17990746675742864
2434,webpage,SMOTE,minority,KNN,og,-0.0532391705700862,0.10396922503113193,-0.0532391705700862,0.1775946862771498
2436,webpage,SMOTE,minority,Tree,og,0.08732354496365424,0.060199639481339995,0.08732354496365424,0.042617224188031266
2438,webpage,SMOTE,minority,Logistic,og,-0.055529592103787384,0.09159720280727124,-0.055529592103787384,0.19217070500175393
2440,webpage,SMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
2442,webpage,SMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
2444,webpage,SMOTE,not minority,Tree,og,-0.0027470815596587483,0.002961691770766328,-0.0027470815596587483,0.005988150270463399
2446,webpage,SMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
2448,webpage,SMOTE,not majority,SVM,og,-0.04611153542809432,0.07031476686214289,-0.04611153542809432,0.1882766095342886
2450,webpage,SMOTE,not majority,KNN,og,-0.052192324194791806,0.10932334819909706,-0.052192324194791806,0.18275203631347203
2452,webpage,SMOTE,not majority,Tree,og,0.10060184764824542,0.06733307355236184,0.10060184764824542,0.045171053657697136
2454,webpage,SMOTE,not majority,Logistic,og,-0.05369805603476674,0.09328752499342219,-0.05369805603476674,0.19363837233563586
2456,webpage,SMOTE,all,SVM,og,-0.04650410281882977,0.06745783273225092,-0.04650410281882977,0.1844279315772479
2458,webpage,SMOTE,all,KNN,og,-0.05265031948398302,0.10700115819287448,-0.05265031948398302,0.18052768929611196
2460,webpage,SMOTE,all,Tree,og,0.09602323001956603,0.06826146655505494,0.09602323001956603,0.04918138661272786
2462,webpage,SMOTE,all,Logistic,og,-0.05356720023785477,0.09409653955104491,-0.05356720023785477,0.1945360972060668
2464,webpage,SMOTEN,minority,SVM,og,-0.013604552001381665,0.025357323451042246,-0.013604552001381665,0.08549068564393103
2466,webpage,SMOTEN,minority,KNN,og,-0.011773015932360908,0.024614076038706356,-0.011773015932360908,0.05769518991133704
2468,webpage,SMOTEN,minority,Tree,og,0.1211399765349741,0.06258734886626582,0.1211399765349741,0.01608128943462206
2470,webpage,SMOTEN,minority,Logistic,og,-0.021453229289622122,0.04105531229846471,-0.021453229289622122,0.10631548147335468
2472,webpage,SMOTEN,not minority,SVM,og,0.0,0.0,0.0,0.0
2474,webpage,SMOTEN,not minority,KNN,og,0.0,0.0,0.0,0.0
2476,webpage,SMOTEN,not minority,Tree,og,-0.010662076921844288,-0.009673480791994482,-0.010662076921844288,-0.008818873556008855
2478,webpage,SMOTEN,not minority,Logistic,og,0.0,0.0,0.0,0.0
2480,webpage,SMOTEN,not majority,SVM,og,-0.011707588033905036,0.028507221790574633,-0.011707588033905036,0.0901058597597123
2482,webpage,SMOTEN,not majority,KNN,og,-0.013408268306013826,0.024152576752765054,-0.013408268306013826,0.05808796322157961
2484,webpage,SMOTEN,not majority,Tree,og,0.12493390446992714,0.06698282867263972,0.12493390446992714,0.02187522177285106
2486,webpage,SMOTEN,not majority,Logistic,og,-0.021256945594254506,0.04280257481701266,-0.021256945594254506,0.10912461317651445
2488,webpage,SMOTEN,all,SVM,og,-0.013539124102925681,0.02601887571782524,-0.013539124102925681,0.08685489157602577
2490,webpage,SMOTEN,all,KNN,og,-0.016417061459496174,0.02556737262315434,-0.016417061459496174,0.06258743115290966
2492,webpage,SMOTEN,all,Tree,og,0.12558773836674164,0.06170167087288181,0.12558773836674164,0.009884277869020242
2494,webpage,SMOTEN,all,Logistic,og,-0.021518657188077994,0.04046946241818428,-0.021518657188077994,0.10536825484798684
2496,webpage,SVMSMOTE,minority,SVM,og,-0.07626667521235142,0.03173467451359002,-0.07626667521235142,0.147170272884117
2498,webpage,SVMSMOTE,minority,KNN,og,-0.05932396512648508,0.06918667604403572,-0.05932396512648508,0.14148255808795385
2500,webpage,SVMSMOTE,minority,Tree,og,0.08058625177367462,0.05565410997942122,0.08058625177367462,0.03967702364512249
2502,webpage,SVMSMOTE,minority,Logistic,og,-0.05212956682280345,0.0613820658122316,-0.05212956682280345,0.15340902442770155
2504,webpage,SVMSMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
2506,webpage,SVMSMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
2508,webpage,SVMSMOTE,not minority,Tree,og,-0.003597644239585418,-0.0035196677937539,-0.003597644239585418,-0.0033483624451601246
2510,webpage,SVMSMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
2512,webpage,SVMSMOTE,not majority,SVM,og,-0.0781640842675726,0.015307922442000299,-0.0781640842675726,0.1227286377525284
2514,webpage,SVMSMOTE,not majority,KNN,og,-0.05821213594047936,0.06631184683569513,-0.05821213594047936,0.13785933960707974
2516,webpage,SVMSMOTE,not majority,Tree,og,0.08267949943651898,0.05932922999333379,0.08267949943651898,0.04444933392496009
2518,webpage,SVMSMOTE,not majority,Logistic,og,-0.055269660860942094,0.04941478221821738,-0.055269660860942094,0.13834265072742835
2520,webpage,SVMSMOTE,all,SVM,og,-0.07365000436185998,0.04017822931266579,-0.07365000436185998,0.15829201283495709
2522,webpage,SVMSMOTE,all,KNN,og,-0.05579174878535553,0.07174090924462584,-0.05579174878535553,0.14349731946465327
2524,webpage,SVMSMOTE,all,Tree,og,0.09693877551020402,0.06253525726198395,0.09693877551020402,0.04071398801230408
2526,webpage,SVMSMOTE,all,Logistic,og,-0.05003631915995921,0.06521424570042478,-0.05003631915995921,0.15768896121283504
2528,webpage,ADASYN,minority,SVM,og,-0.0405506091470873,0.09717562162062632,-0.0405506091470873,0.22163373060274372
2530,webpage,ADASYN,minority,KNN,og,-0.03884770343625543,0.12917896808032459,-0.03884770343625543,0.1999477621672
2532,webpage,ADASYN,minority,Tree,og,0.1163650752109271,0.06083618941573565,0.1163650752109271,0.01596682848385378
2534,webpage,ADASYN,minority,Logistic,og,-0.0476128163906232,0.13516162302382917,-0.0476128163906232,0.23686250296920075
2536,webpage,ADASYN,not minority,SVM,og,0.0,0.0,0.0,0.0
2538,webpage,ADASYN,not minority,KNN,og,0.0,0.0,0.0,0.0
2540,webpage,ADASYN,not minority,Tree,og,-0.0047094734255910264,-5.107574277996019e-05,-0.0047094734255910264,0.0024908270503266605
2542,webpage,ADASYN,not minority,Logistic,og,0.0,0.0,0.0,0.0
2544,webpage,ADASYN,not majority,SVM,og,-0.04041975335017556,0.09798918560416225,-0.04041975335017556,0.22260317822114506
2546,webpage,ADASYN,not majority,KNN,og,-0.040940951099099676,0.12658312104730507,-0.040940951099099676,0.19777894124044304
2548,webpage,ADASYN,not majority,Tree,og,0.1259148778590211,0.06521114589045496,0.1259148778590211,0.015016923399824744
2550,webpage,ADASYN,not majority,Logistic,og,-0.04950978035809983,0.13339270518974533,-0.04950978035809983,0.23541713635051265
2552,webpage,ADASYN,all,SVM,og,-0.037018392805957756,0.09989206882533175,-0.037018392805957756,0.22385118410775096
2554,webpage,ADASYN,all,KNN,og,-0.040352545100741155,0.12216511033274347,-0.040352545100741155,0.19350975308141283
2556,webpage,ADASYN,all,Tree,og,0.11479480564798539,0.048709326283358334,0.11479480564798539,-0.00431410418003475
2558,webpage,ADASYN,all,Logistic,og,-0.047678244289079186,0.134842864259632,-0.047678244289079186,0.23656157528285604
2560,ozone_level,SMOTE,minority,SVM,og,-0.19027484143763218,-0.1351569126690001,-0.19027484143763218,-0.11999999999999994
2562,ozone_level,SMOTE,minority,KNN,og,-0.16331923890063427,0.02846548231918311,-0.16331923890063427,0.10883816671257385
2564,ozone_level,SMOTE,minority,Tree,og,0.053911205073995716,0.052964225413509425,0.053911205073995716,0.04870325413626719
2566,ozone_level,SMOTE,minority,Logistic,og,-0.20137420718816068,-0.03207503230636555,-0.20137420718816068,0.011764968785057506
2568,ozone_level,SMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
2570,ozone_level,SMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
2572,ozone_level,SMOTE,not minority,Tree,og,-0.0021141649048626032,-0.004442336359940402,-0.0021141649048626032,-0.00557668864422034
2574,ozone_level,SMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
2576,ozone_level,SMOTE,not majority,SVM,og,-0.233615221987315,-0.1548064477477189,-0.233615221987315,-0.13346043948222036
2578,ozone_level,SMOTE,not majority,KNN,og,-0.16966173361522197,0.018815534408317958,-0.16966173361522197,0.104308602615368
2580,ozone_level,SMOTE,not majority,Tree,og,-0.012156448202959802,0.0036719375898452977,-0.012156448202959802,0.008724695862152743
2582,ozone_level,SMOTE,not majority,Logistic,og,-0.2219873150105709,-0.036762935053653245,-0.2219873150105709,0.00810760258976484
2584,ozone_level,SMOTE,all,SVM,og,-0.2315010570824524,-0.14902964075556346,-0.2315010570824524,-0.12860801978449038
2586,ozone_level,SMOTE,all,KNN,og,-0.14482029598308666,0.030082802052557978,-0.14482029598308666,0.11156267529707231
2588,ozone_level,SMOTE,all,Tree,og,-0.10835095137420714,-0.06311599176389848,-0.10835095137420714,-0.04268959500649783
2590,ozone_level,SMOTE,all,Logistic,og,-0.20243128964059198,-0.03435332699709215,-0.20243128964059198,0.010318420961715868
2592,ozone_level,SMOTEN,minority,SVM,og,-0.04439746300211411,-0.08048280734809232,-0.04439746300211411,-0.335230352303523
2594,ozone_level,SMOTEN,minority,KNN,og,-0.022727272727272707,-0.029540600087456625,-0.022727272727272707,-0.035710890562019926
2596,ozone_level,SMOTEN,minority,Tree,og,-0.011627906976744207,-0.03300304651875885,-0.011627906976744207,-0.0531026291858524
2598,ozone_level,SMOTEN,minority,Logistic,og,-0.10412262156448204,-0.06544640032579585,-0.10412262156448204,-0.02981064942644851
2600,ozone_level,SMOTEN,not minority,SVM,og,0.0,0.0,0.0,0.0
2602,ozone_level,SMOTEN,not minority,KNN,og,0.0,0.0,0.0,0.0
2604,ozone_level,SMOTEN,not minority,Tree,og,0.0021141649048626032,0.004442336359940402,0.0021141649048626032,0.00557668864422034
2606,ozone_level,SMOTEN,not minority,Logistic,og,0.0,0.0,0.0,0.0
2608,ozone_level,SMOTEN,not majority,SVM,og,-0.04439746300211411,-0.08048280734809232,-0.04439746300211411,-0.335230352303523
2610,ozone_level,SMOTEN,not majority,KNN,og,-0.022727272727272707,-0.029540600087456625,-0.022727272727272707,-0.035710890562019926
2612,ozone_level,SMOTEN,not majority,Tree,og,-0.07346723044397463,-0.07640526920937707,-0.07346723044397463,-0.07900961922588345
2614,ozone_level,SMOTEN,not majority,Logistic,og,-0.10412262156448204,-0.06544640032579585,-0.10412262156448204,-0.02981064942644851
2616,ozone_level,SMOTEN,all,SVM,og,-0.04439746300211411,-0.08048280734809232,-0.04439746300211411,-0.335230352303523
2618,ozone_level,SMOTEN,all,KNN,og,-0.022727272727272707,-0.029540600087456625,-0.022727272727272707,-0.035710890562019926
2620,ozone_level,SMOTEN,all,Tree,og,0.0184989429175475,0.011986468274583828,0.0184989429175475,0.005851063829787284
2622,ozone_level,SMOTEN,all,Logistic,og,-0.10517970401691334,-0.06939184787754005,-0.10517970401691334,-0.035013059989130624
2624,ozone_level,SVMSMOTE,minority,SVM,og,-0.19661733615221988,-0.15323132416472685,-0.19661733615221988,-0.13726945569050836
2626,ozone_level,SVMSMOTE,minority,KNN,og,-0.15327695560253707,0.017045454545454586,-0.15327695560253707,0.1051856878345585
2628,ozone_level,SVMSMOTE,minority,Tree,og,-0.039112050739957716,-0.018582854520140968,-0.039112050739957716,-0.007911946209818499
2630,ozone_level,SVMSMOTE,minority,Logistic,og,-0.19133192389006348,-0.05148916912396151,-0.19133192389006348,-0.0012604084179205222
2632,ozone_level,SVMSMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
2634,ozone_level,SVMSMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
2636,ozone_level,SVMSMOTE,not minority,Tree,og,0.09408033826638473,0.08569596740456176,0.09408033826638473,0.07883667935747962
2638,ozone_level,SVMSMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
2640,ozone_level,SVMSMOTE,not majority,SVM,og,-0.20084566596194497,-0.16697372267265653,-0.20084566596194497,-0.1520358868184955
2642,ozone_level,SVMSMOTE,not majority,KNN,og,-0.13266384778012685,0.022349334786888386,-0.13266384778012685,0.1095996997987857
2644,ozone_level,SVMSMOTE,not majority,Tree,og,0.03752642706131082,0.04773901387268131,0.03752642706131082,0.0527404816782695
2646,ozone_level,SVMSMOTE,not majority,Logistic,og,-0.17177589852008457,-0.04865103936311366,-0.17177589852008457,0.0003899968545489907
2648,ozone_level,SVMSMOTE,all,SVM,og,-0.20401691331923888,-0.17838642838642826,-0.20401691331923888,-0.16551325893928476
2650,ozone_level,SVMSMOTE,all,KNN,og,-0.16279069767441867,0.0009693559344686742,-0.16279069767441867,0.09653163982133328
2652,ozone_level,SVMSMOTE,all,Tree,og,-0.04334038054968292,-0.031015639207128465,-0.04334038054968292,-0.024314759468982428
2654,ozone_level,SVMSMOTE,all,Logistic,og,-0.17389006342494717,-0.054193478612221124,-0.17389006342494717,-0.003955432787821733
2656,ozone_level,ADASYN,minority,SVM,og,-0.20983086680761098,-0.13963380142363724,-0.20983086680761098,-0.12213528161638348
2658,ozone_level,ADASYN,minority,KNN,og,-0.12315010570824525,0.036683303085299435,-0.12315010570824525,0.11663185383781582
2660,ozone_level,ADASYN,minority,Tree,og,-0.02748414376321351,0.0036399230918667813,-0.02748414376321351,0.014120197850499894
